ies,uf,regiao,status_juridico,ano,dominio,campo,artigos,artigos_fwci1,artigos_nacionais,artigos_abertos,citacoes,citacoes_nacionais
ATITUS EDUCAÇÃO,RS,Sul,Privada,2023,Social Sciences,Decision Sciences,2,1,1,1,72,2
ATITUS EDUCAÇÃO,RS,Sul,Privada,2023,Health Sciences,Dentistry,2,0,2,2,52,0
ATITUS EDUCAÇÃO,RS,Sul,Privada,2023,Physical Sciences,Earth and Planetary Sciences,1,0,1,1,0,0
ATITUS EDUCAÇÃO,RS,Sul,Privada,2023,Physical Sciences,Engineering,2,0,1,1,38,3
ATITUS EDUCAÇÃO,RS,Sul,Privada,2023,Physical Sciences,Environmental Science,4,0,3,4,25,10
ATITUS EDUCAÇÃO,RS,Sul,Privada,2023,Health Sciences,Health Professions,3,1,2,3,75,3
ATITUS EDUCAÇÃO,RS,Sul,Privada,2023,Life Sciences,Immunology and Microbiology,1,0,1,1,0,0
ATITUS EDUCAÇÃO,RS,Sul,Privada,2023,Health Sciences,Medicine,14,3,7,14,318,8
ATITUS EDUCAÇÃO,RS,Sul,Privada,2023,Life Sciences,Neuroscience,1,0,1,1,37,2
ATITUS EDUCAÇÃO,RS,Sul,Privada,2023,Social Sciences,Psychology,2,0,0,1,23,14
ATITUS EDUCAÇÃO,RS,Sul,Privada,2023,Social Sciences,Social Sciences,23,1,21,22,134,17
ATITUS EDUCAÇÃO,RS,Sul,Privada,2023,Health Sciences,Veterinary,1,0,0,0,32,1
ATITUS EDUCAÇÃO,RS,Sul,Privada,2024,Social Sciences,Arts and Humanities,1,0,1,1,20,0
ATITUS EDUCAÇÃO,RS,Sul,Privada,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,0,2,2,42,3
ATITUS EDUCAÇÃO,RS,Sul,Privada,2024,Social Sciences,"Business, Management and Accounting",2,0,2,2,17,13
ATITUS EDUCAÇÃO,RS,Sul,Privada,2024,Social Sciences,Decision Sciences,2,0,1,2,2,2
ATITUS EDUCAÇÃO,RS,Sul,Privada,2024,Health Sciences,Dentistry,4,0,0,2,105,8
ATITUS EDUCAÇÃO,RS,Sul,Privada,2024,Social Sciences,"Economics, Econometrics and Finance",1,0,0,1,13,1
ATITUS EDUCAÇÃO,RS,Sul,Privada,2024,Physical Sciences,Environmental Science,1,0,1,1,0,0
ATITUS EDUCAÇÃO,RS,Sul,Privada,2024,Health Sciences,Health Professions,3,0,3,3,19,8
ATITUS EDUCAÇÃO,RS,Sul,Privada,2024,Health Sciences,Medicine,7,0,4,6,87,9
ATITUS EDUCAÇÃO,RS,Sul,Privada,2024,Life Sciences,Neuroscience,2,0,1,2,34,6
ATITUS EDUCAÇÃO,RS,Sul,Privada,2024,Social Sciences,Psychology,4,0,2,3,73,11
ATITUS EDUCAÇÃO,RS,Sul,Privada,2024,Social Sciences,Social Sciences,13,2,10,13,134,26
ATITUS EDUCAÇÃO,RS,Sul,Privada,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",1,0,0,1,0,0
ATITUS EDUCAÇÃO,RS,Sul,Privada,2025,Social Sciences,"Business, Management and Accounting",1,0,0,1,25,0
ATITUS EDUCAÇÃO,RS,Sul,Privada,2025,Health Sciences,Dentistry,1,1,0,0,42,2
ATITUS EDUCAÇÃO,RS,Sul,Privada,2025,Physical Sciences,Environmental Science,3,0,3,3,0,0
ATITUS EDUCAÇÃO,RS,Sul,Privada,2025,Health Sciences,Medicine,9,1,0,5,139,3
ATITUS EDUCAÇÃO,RS,Sul,Privada,2025,Social Sciences,Social Sciences,1,0,0,1,0,0
CAPES,DF,Centro-Oeste,Federal,2021,Life Sciences,Agricultural and Biological Sciences,25,11,12,21,1074,69
CAPES,DF,Centro-Oeste,Federal,2021,Social Sciences,Arts and Humanities,44,3,35,44,78,36
CAPES,DF,Centro-Oeste,Federal,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",10,4,3,10,589,8
CAPES,DF,Centro-Oeste,Federal,2021,Social Sciences,"Business, Management and Accounting",3,1,2,3,131,13
CAPES,DF,Centro-Oeste,Federal,2021,Physical Sciences,Chemistry,1,0,1,1,20,0
CAPES,DF,Centro-Oeste,Federal,2021,Physical Sciences,Computer Science,8,0,7,8,33,15
CAPES,DF,Centro-Oeste,Federal,2021,Social Sciences,Decision Sciences,19,5,16,18,221,50
CAPES,DF,Centro-Oeste,Federal,2021,Health Sciences,Dentistry,1,0,0,1,22,0
CAPES,DF,Centro-Oeste,Federal,2021,Physical Sciences,Earth and Planetary Sciences,3,2,0,1,213,8
CAPES,DF,Centro-Oeste,Federal,2021,Social Sciences,"Economics, Econometrics and Finance",4,0,1,3,18,5
CAPES,DF,Centro-Oeste,Federal,2021,Physical Sciences,Engineering,9,3,3,6,219,17
CAPES,DF,Centro-Oeste,Federal,2021,Physical Sciences,Environmental Science,31,3,19,26,703,87
CAPES,DF,Centro-Oeste,Federal,2021,Health Sciences,Health Professions,29,11,25,29,404,175
CAPES,DF,Centro-Oeste,Federal,2021,Life Sciences,Immunology and Microbiology,3,2,0,2,136,0
CAPES,DF,Centro-Oeste,Federal,2021,Physical Sciences,Materials Science,1,1,0,1,16,0
CAPES,DF,Centro-Oeste,Federal,2021,Physical Sciences,Mathematics,1,0,0,1,33,1
CAPES,DF,Centro-Oeste,Federal,2021,Health Sciences,Medicine,54,21,22,49,1320,111
CAPES,DF,Centro-Oeste,Federal,2021,Life Sciences,Neuroscience,1,0,0,1,23,0
CAPES,DF,Centro-Oeste,Federal,2021,Health Sciences,Nursing,1,0,1,1,8,8
CAPES,DF,Centro-Oeste,Federal,2021,Social Sciences,Psychology,17,4,13,16,272,36
CAPES,DF,Centro-Oeste,Federal,2021,Social Sciences,Social Sciences,266,33,211,259,1382,493
CAPES,DF,Centro-Oeste,Federal,2021,Health Sciences,Veterinary,1,0,1,1,26,8
CAPES,DF,Centro-Oeste,Federal,2022,Life Sciences,Agricultural and Biological Sciences,17,6,12,16,385,97
CAPES,DF,Centro-Oeste,Federal,2022,Social Sciences,Arts and Humanities,32,4,24,32,43,30
CAPES,DF,Centro-Oeste,Federal,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,2,0,2,134,1
CAPES,DF,Centro-Oeste,Federal,2022,Social Sciences,"Business, Management and Accounting",7,0,4,7,148,26
CAPES,DF,Centro-Oeste,Federal,2022,Physical Sciences,Chemistry,1,0,1,1,7,4
CAPES,DF,Centro-Oeste,Federal,2022,Physical Sciences,Computer Science,9,0,8,9,58,24
CAPES,DF,Centro-Oeste,Federal,2022,Social Sciences,Decision Sciences,19,3,15,19,121,46
CAPES,DF,Centro-Oeste,Federal,2022,Health Sciences,Dentistry,2,0,0,2,26,7
CAPES,DF,Centro-Oeste,Federal,2022,Physical Sciences,Earth and Planetary Sciences,1,0,0,1,50,4
CAPES,DF,Centro-Oeste,Federal,2022,Social Sciences,"Economics, Econometrics and Finance",7,1,3,7,31,11
CAPES,DF,Centro-Oeste,Federal,2022,Physical Sciences,Engineering,5,0,2,4,75,4
CAPES,DF,Centro-Oeste,Federal,2022,Physical Sciences,Environmental Science,28,7,18,25,634,46
CAPES,DF,Centro-Oeste,Federal,2022,Health Sciences,Health Professions,43,12,32,43,844,203
CAPES,DF,Centro-Oeste,Federal,2022,Life Sciences,Immunology and Microbiology,5,2,1,4,207,3
CAPES,DF,Centro-Oeste,Federal,2022,Health Sciences,Medicine,51,17,30,46,1422,145
CAPES,DF,Centro-Oeste,Federal,2022,Life Sciences,Neuroscience,2,0,1,2,79,3
CAPES,DF,Centro-Oeste,Federal,2022,Health Sciences,Nursing,3,1,3,3,30,8
CAPES,DF,Centro-Oeste,Federal,2022,Physical Sciences,Physics and Astronomy,1,0,0,0,54,0
CAPES,DF,Centro-Oeste,Federal,2022,Social Sciences,Psychology,32,7,27,32,621,131
CAPES,DF,Centro-Oeste,Federal,2022,Social Sciences,Social Sciences,270,32,215,267,1040,422
CAPES,DF,Centro-Oeste,Federal,2022,Health Sciences,Veterinary,1,0,1,1,34,0
CAPES,DF,Centro-Oeste,Federal,2023,Life Sciences,Agricultural and Biological Sciences,17,4,7,16,616,17
CAPES,DF,Centro-Oeste,Federal,2023,Social Sciences,Arts and Humanities,29,4,21,29,85,45
CAPES,DF,Centro-Oeste,Federal,2023,Life Sciences,"Biochemistry, Genetics and Molecular Biology",8,4,0,5,245,7
CAPES,DF,Centro-Oeste,Federal,2023,Social Sciences,"Business, Management and Accounting",6,0,5,6,143,33
CAPES,DF,Centro-Oeste,Federal,2023,Physical Sciences,Computer Science,26,4,18,26,322,125
CAPES,DF,Centro-Oeste,Federal,2023,Social Sciences,Decision Sciences,23,0,15,23,218,69
CAPES,DF,Centro-Oeste,Federal,2023,Health Sciences,Dentistry,8,0,7,8,180,22
CAPES,DF,Centro-Oeste,Federal,2023,Social Sciences,"Economics, Econometrics and Finance",9,1,5,9,62,15
CAPES,DF,Centro-Oeste,Federal,2023,Physical Sciences,Engineering,8,2,3,8,113,13
CAPES,DF,Centro-Oeste,Federal,2023,Physical Sciences,Environmental Science,42,4,24,40,387,78
CAPES,DF,Centro-Oeste,Federal,2023,Health Sciences,Health Professions,50,14,38,49,963,310
CAPES,DF,Centro-Oeste,Federal,2023,Life Sciences,Immunology and Microbiology,2,2,0,2,108,0
CAPES,DF,Centro-Oeste,Federal,2023,Physical Sciences,Mathematics,1,0,0,0,29,1
CAPES,DF,Centro-Oeste,Federal,2023,Health Sciences,Medicine,45,11,27,42,1204,175
CAPES,DF,Centro-Oeste,Federal,2023,Life Sciences,Neuroscience,3,0,2,2,37,1
CAPES,DF,Centro-Oeste,Federal,2023,Health Sciences,Nursing,2,1,2,2,43,10
CAPES,DF,Centro-Oeste,Federal,2023,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",1,1,0,1,95,0
CAPES,DF,Centro-Oeste,Federal,2023,Physical Sciences,Physics and Astronomy,1,1,0,1,86,0
CAPES,DF,Centro-Oeste,Federal,2023,Social Sciences,Psychology,33,7,25,33,740,141
CAPES,DF,Centro-Oeste,Federal,2023,Social Sciences,Social Sciences,331,39,212,330,1402,664
CAPES,DF,Centro-Oeste,Federal,2024,Life Sciences,Agricultural and Biological Sciences,16,5,5,13,550,100
CAPES,DF,Centro-Oeste,Federal,2024,Social Sciences,Arts and Humanities,18,1,11,18,52,27
CAPES,DF,Centro-Oeste,Federal,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",11,2,6,11,164,7
CAPES,DF,Centro-Oeste,Federal,2024,Social Sciences,"Business, Management and Accounting",7,3,3,5,95,7
CAPES,DF,Centro-Oeste,Federal,2024,Physical Sciences,Computer Science,29,7,13,27,228,71
CAPES,DF,Centro-Oeste,Federal,2024,Social Sciences,Decision Sciences,29,6,21,29,313,65
CAPES,DF,Centro-Oeste,Federal,2024,Health Sciences,Dentistry,3,0,2,3,46,6
CAPES,DF,Centro-Oeste,Federal,2024,Social Sciences,"Economics, Econometrics and Finance",5,0,4,5,96,30
CAPES,DF,Centro-Oeste,Federal,2024,Physical Sciences,Engineering,12,0,7,11,59,5
CAPES,DF,Centro-Oeste,Federal,2024,Physical Sciences,Environmental Science,32,3,20,31,229,48
CAPES,DF,Centro-Oeste,Federal,2024,Health Sciences,Health Professions,41,10,35,40,497,161
CAPES,DF,Centro-Oeste,Federal,2024,Life Sciences,Immunology and Microbiology,2,2,1,2,118,0
CAPES,DF,Centro-Oeste,Federal,2024,Physical Sciences,Materials Science,2,1,0,1,51,0
CAPES,DF,Centro-Oeste,Federal,2024,Physical Sciences,Mathematics,1,0,1,1,12,1
CAPES,DF,Centro-Oeste,Federal,2024,Health Sciences,Medicine,66,14,42,57,1506,199
CAPES,DF,Centro-Oeste,Federal,2024,Life Sciences,Neuroscience,5,0,4,5,69,14
CAPES,DF,Centro-Oeste,Federal,2024,Health Sciences,Nursing,3,2,1,2,85,12
CAPES,DF,Centro-Oeste,Federal,2024,Physical Sciences,Physics and Astronomy,1,0,0,0,0,0
CAPES,DF,Centro-Oeste,Federal,2024,Social Sciences,Psychology,39,5,27,38,754,157
CAPES,DF,Centro-Oeste,Federal,2024,Social Sciences,Social Sciences,264,53,168,262,1125,504
CAPES,DF,Centro-Oeste,Federal,2025,Life Sciences,Agricultural and Biological Sciences,14,5,9,11,435,91
CAPES,DF,Centro-Oeste,Federal,2025,Social Sciences,Arts and Humanities,15,1,7,14,120,6
CAPES,DF,Centro-Oeste,Federal,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",6,4,1,5,522,16
CAPES,DF,Centro-Oeste,Federal,2025,Social Sciences,"Business, Management and Accounting",4,0,4,4,26,6
CAPES,DF,Centro-Oeste,Federal,2025,Physical Sciences,Chemistry,1,1,0,1,83,2
CAPES,DF,Centro-Oeste,Federal,2025,Physical Sciences,Computer Science,16,5,10,15,194,17
CAPES,DF,Centro-Oeste,Federal,2025,Social Sciences,Decision Sciences,11,3,8,10,137,18
CAPES,DF,Centro-Oeste,Federal,2025,Health Sciences,Dentistry,6,1,3,5,107,9
CAPES,DF,Centro-Oeste,Federal,2025,Physical Sciences,Earth and Planetary Sciences,2,0,1,2,11,4
CAPES,DF,Centro-Oeste,Federal,2025,Social Sciences,"Economics, Econometrics and Finance",4,0,3,3,40,9
CAPES,DF,Centro-Oeste,Federal,2025,Physical Sciences,Engineering,5,1,1,4,53,0
CAPES,DF,Centro-Oeste,Federal,2025,Physical Sciences,Environmental Science,29,5,18,28,243,12
CAPES,DF,Centro-Oeste,Federal,2025,Health Sciences,Health Professions,45,15,40,45,649,152
CAPES,DF,Centro-Oeste,Federal,2025,Life Sciences,Immunology and Microbiology,3,2,1,3,282,7
CAPES,DF,Centro-Oeste,Federal,2025,Physical Sciences,Materials Science,1,1,0,0,54,1
CAPES,DF,Centro-Oeste,Federal,2025,Physical Sciences,Mathematics,1,1,0,0,60,1
CAPES,DF,Centro-Oeste,Federal,2025,Health Sciences,Medicine,75,15,50,66,1708,160
CAPES,DF,Centro-Oeste,Federal,2025,Health Sciences,Nursing,6,1,5,5,73,18
CAPES,DF,Centro-Oeste,Federal,2025,Physical Sciences,Physics and Astronomy,6,2,1,1,386,4
CAPES,DF,Centro-Oeste,Federal,2025,Social Sciences,Psychology,24,5,18,23,487,62
CAPES,DF,Centro-Oeste,Federal,2025,Social Sciences,Social Sciences,174,21,121,174,1074,278
CAPES,DF,Centro-Oeste,Federal,2025,Health Sciences,Veterinary,1,0,1,1,0,0
CBPF,RJ,Sudeste,Federal,2021,Life Sciences,Agricultural and Biological Sciences,5,2,3,4,168,15
CBPF,RJ,Sudeste,Federal,2021,Social Sciences,Arts and Humanities,4,1,2,4,29,0
CBPF,RJ,Sudeste,Federal,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",5,2,0,1,342,14
CBPF,RJ,Sudeste,Federal,2021,Physical Sciences,Chemical Engineering,1,0,0,0,36,0
CBPF,RJ,Sudeste,Federal,2021,Physical Sciences,Chemistry,2,1,0,2,97,0
CBPF,RJ,Sudeste,Federal,2021,Physical Sciences,Computer Science,9,5,1,8,412,1
CBPF,RJ,Sudeste,Federal,2021,Social Sciences,Decision Sciences,1,0,0,0,40,0
CBPF,RJ,Sudeste,Federal,2021,Health Sciences,Dentistry,1,1,0,0,28,0
CBPF,RJ,Sudeste,Federal,2021,Physical Sciences,Earth and Planetary Sciences,4,0,1,4,104,0
CBPF,RJ,Sudeste,Federal,2021,Social Sciences,"Economics, Econometrics and Finance",2,1,0,2,67,0
CBPF,RJ,Sudeste,Federal,2021,Physical Sciences,Energy,7,2,0,4,396,2
CBPF,RJ,Sudeste,Federal,2021,Physical Sciences,Engineering,26,7,3,16,895,8
CBPF,RJ,Sudeste,Federal,2021,Physical Sciences,Environmental Science,6,1,1,4,204,4
CBPF,RJ,Sudeste,Federal,2021,Physical Sciences,Materials Science,26,7,1,14,1222,6
CBPF,RJ,Sudeste,Federal,2021,Physical Sciences,Mathematics,5,0,1,4,138,3
CBPF,RJ,Sudeste,Federal,2021,Health Sciences,Medicine,5,3,0,4,307,1
CBPF,RJ,Sudeste,Federal,2021,Life Sciences,Neuroscience,1,0,0,1,15,0
CBPF,RJ,Sudeste,Federal,2021,Physical Sciences,Physics and Astronomy,213,140,3,195,11638,11
CBPF,RJ,Sudeste,Federal,2021,Social Sciences,Social Sciences,11,3,9,10,104,47
CBPF,RJ,Sudeste,Federal,2022,Social Sciences,Arts and Humanities,1,1,0,1,15,1
CBPF,RJ,Sudeste,Federal,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,1,0,0,94,1
CBPF,RJ,Sudeste,Federal,2022,Physical Sciences,Chemistry,5,2,0,3,202,0
CBPF,RJ,Sudeste,Federal,2022,Physical Sciences,Computer Science,6,3,1,3,153,2
CBPF,RJ,Sudeste,Federal,2022,Social Sciences,Decision Sciences,1,0,1,1,0,0
CBPF,RJ,Sudeste,Federal,2022,Physical Sciences,Earth and Planetary Sciences,4,1,0,2,166,0
CBPF,RJ,Sudeste,Federal,2022,Social Sciences,"Economics, Econometrics and Finance",3,0,1,3,76,5
CBPF,RJ,Sudeste,Federal,2022,Physical Sciences,Energy,6,1,0,3,249,0
CBPF,RJ,Sudeste,Federal,2022,Physical Sciences,Engineering,9,5,0,5,387,3
CBPF,RJ,Sudeste,Federal,2022,Physical Sciences,Environmental Science,5,3,2,5,191,1
CBPF,RJ,Sudeste,Federal,2022,Health Sciences,Health Professions,1,0,1,1,12,2
CBPF,RJ,Sudeste,Federal,2022,Physical Sciences,Materials Science,21,1,2,12,879,8
CBPF,RJ,Sudeste,Federal,2022,Physical Sciences,Mathematics,2,1,0,1,102,1
CBPF,RJ,Sudeste,Federal,2022,Health Sciences,Medicine,8,2,2,4,251,15
CBPF,RJ,Sudeste,Federal,2022,Physical Sciences,Physics and Astronomy,186,102,2,171,9365,10
CBPF,RJ,Sudeste,Federal,2022,Social Sciences,Psychology,1,0,0,1,32,3
CBPF,RJ,Sudeste,Federal,2022,Social Sciences,Social Sciences,2,2,1,2,18,0
CBPF,RJ,Sudeste,Federal,2023,Life Sciences,Agricultural and Biological Sciences,3,2,0,2,173,2
CBPF,RJ,Sudeste,Federal,2023,Social Sciences,Arts and Humanities,3,1,3,3,4,0
CBPF,RJ,Sudeste,Federal,2023,Life Sciences,"Biochemistry, Genetics and Molecular Biology",4,0,2,3,84,11
CBPF,RJ,Sudeste,Federal,2023,Physical Sciences,Chemical Engineering,2,0,1,1,91,0
CBPF,RJ,Sudeste,Federal,2023,Physical Sciences,Chemistry,7,3,0,4,428,2
CBPF,RJ,Sudeste,Federal,2023,Physical Sciences,Computer Science,10,3,2,7,492,5
CBPF,RJ,Sudeste,Federal,2023,Physical Sciences,Earth and Planetary Sciences,5,3,0,2,240,0
CBPF,RJ,Sudeste,Federal,2023,Social Sciences,"Economics, Econometrics and Finance",9,3,0,4,434,11
CBPF,RJ,Sudeste,Federal,2023,Physical Sciences,Energy,2,0,0,0,93,1
CBPF,RJ,Sudeste,Federal,2023,Physical Sciences,Engineering,20,6,3,13,841,5
CBPF,RJ,Sudeste,Federal,2023,Physical Sciences,Environmental Science,10,6,0,7,553,9
CBPF,RJ,Sudeste,Federal,2023,Physical Sciences,Materials Science,22,2,1,10,1109,4
CBPF,RJ,Sudeste,Federal,2023,Physical Sciences,Mathematics,5,2,2,4,192,0
CBPF,RJ,Sudeste,Federal,2023,Health Sciences,Medicine,7,3,3,5,239,12
CBPF,RJ,Sudeste,Federal,2023,Life Sciences,Neuroscience,1,1,0,1,30,0
CBPF,RJ,Sudeste,Federal,2023,Physical Sciences,Physics and Astronomy,228,145,2,202,10070,12
CBPF,RJ,Sudeste,Federal,2023,Social Sciences,Social Sciences,9,1,3,9,91,11
CBPF,RJ,Sudeste,Federal,2024,Life Sciences,Agricultural and Biological Sciences,3,1,0,3,113,1
CBPF,RJ,Sudeste,Federal,2024,Social Sciences,Arts and Humanities,3,1,2,3,13,4
CBPF,RJ,Sudeste,Federal,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",5,2,1,3,214,3
CBPF,RJ,Sudeste,Federal,2024,Social Sciences,"Business, Management and Accounting",1,0,0,1,9,1
CBPF,RJ,Sudeste,Federal,2024,Physical Sciences,Chemical Engineering,1,0,0,1,41,0
CBPF,RJ,Sudeste,Federal,2024,Physical Sciences,Chemistry,5,3,0,3,232,2
CBPF,RJ,Sudeste,Federal,2024,Physical Sciences,Computer Science,21,9,2,15,764,2
CBPF,RJ,Sudeste,Federal,2024,Social Sciences,Decision Sciences,1,0,0,1,55,0
CBPF,RJ,Sudeste,Federal,2024,Physical Sciences,Earth and Planetary Sciences,6,2,1,5,245,5
CBPF,RJ,Sudeste,Federal,2024,Social Sciences,"Economics, Econometrics and Finance",2,1,0,2,64,0
CBPF,RJ,Sudeste,Federal,2024,Physical Sciences,Energy,7,0,0,3,350,10
CBPF,RJ,Sudeste,Federal,2024,Physical Sciences,Engineering,31,11,4,17,1127,10
CBPF,RJ,Sudeste,Federal,2024,Physical Sciences,Environmental Science,8,3,0,4,541,1
CBPF,RJ,Sudeste,Federal,2024,Health Sciences,Health Professions,1,0,0,0,63,0
CBPF,RJ,Sudeste,Federal,2024,Physical Sciences,Materials Science,28,5,0,16,1695,11
CBPF,RJ,Sudeste,Federal,2024,Physical Sciences,Mathematics,2,0,0,2,67,0
CBPF,RJ,Sudeste,Federal,2024,Health Sciences,Medicine,5,4,0,2,217,6
CBPF,RJ,Sudeste,Federal,2024,Physical Sciences,Physics and Astronomy,255,164,9,218,10880,21
CBPF,RJ,Sudeste,Federal,2024,Social Sciences,Psychology,2,0,0,2,8,3
CBPF,RJ,Sudeste,Federal,2024,Social Sciences,Social Sciences,7,0,5,6,30,9
CBPF,RJ,Sudeste,Federal,2025,Life Sciences,Agricultural and Biological Sciences,2,1,1,2,28,0
CBPF,RJ,Sudeste,Federal,2025,Social Sciences,Arts and Humanities,4,0,4,4,21,7
CBPF,RJ,Sudeste,Federal,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",9,2,1,6,349,6
CBPF,RJ,Sudeste,Federal,2025,Physical Sciences,Chemical Engineering,3,1,0,2,188,1
CBPF,RJ,Sudeste,Federal,2025,Physical Sciences,Chemistry,8,4,1,2,448,6
CBPF,RJ,Sudeste,Federal,2025,Physical Sciences,Computer Science,16,6,2,13,457,4
CBPF,RJ,Sudeste,Federal,2025,Social Sciences,Decision Sciences,1,1,0,1,79,0
CBPF,RJ,Sudeste,Federal,2025,Physical Sciences,Earth and Planetary Sciences,6,3,0,2,261,0
CBPF,RJ,Sudeste,Federal,2025,Social Sciences,"Economics, Econometrics and Finance",7,5,0,6,253,1
CBPF,RJ,Sudeste,Federal,2025,Physical Sciences,Energy,5,1,0,3,344,8
CBPF,RJ,Sudeste,Federal,2025,Physical Sciences,Engineering,29,10,2,19,1255,0
CBPF,RJ,Sudeste,Federal,2025,Physical Sciences,Environmental Science,6,1,4,6,57,0
CBPF,RJ,Sudeste,Federal,2025,Physical Sciences,Materials Science,29,6,2,16,1412,13
CBPF,RJ,Sudeste,Federal,2025,Physical Sciences,Mathematics,4,4,0,2,159,0
CBPF,RJ,Sudeste,Federal,2025,Health Sciences,Medicine,5,2,1,5,164,8
CBPF,RJ,Sudeste,Federal,2025,Life Sciences,Neuroscience,1,1,0,1,74,1
CBPF,RJ,Sudeste,Federal,2025,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",1,0,0,1,70,0
CBPF,RJ,Sudeste,Federal,2025,Physical Sciences,Physics and Astronomy,261,137,5,223,11886,9
CBPF,RJ,Sudeste,Federal,2025,Social Sciences,Social Sciences,10,0,9,9,27,3
CEETEPS,SP,Sudeste,Estadual,2021,Life Sciences,Agricultural and Biological Sciences,54,6,49,54,291,91
CEETEPS,SP,Sudeste,Estadual,2021,Social Sciences,Arts and Humanities,11,3,8,10,7,4
CEETEPS,SP,Sudeste,Estadual,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",8,1,7,7,89,13
CEETEPS,SP,Sudeste,Estadual,2021,Social Sciences,"Business, Management and Accounting",24,2,19,22,123,20
CEETEPS,SP,Sudeste,Estadual,2021,Physical Sciences,Chemical Engineering,1,0,0,0,12,0
CEETEPS,SP,Sudeste,Estadual,2021,Physical Sciences,Chemistry,3,2,0,1,114,6
CEETEPS,SP,Sudeste,Estadual,2021,Physical Sciences,Computer Science,25,3,19,24,110,9
CEETEPS,SP,Sudeste,Estadual,2021,Social Sciences,Decision Sciences,26,4,21,22,144,38
CEETEPS,SP,Sudeste,Estadual,2021,Health Sciences,Dentistry,2,0,2,2,3,0
CEETEPS,SP,Sudeste,Estadual,2021,Physical Sciences,Earth and Planetary Sciences,3,2,0,3,148,16
CEETEPS,SP,Sudeste,Estadual,2021,Social Sciences,"Economics, Econometrics and Finance",4,1,4,4,1,0
CEETEPS,SP,Sudeste,Estadual,2021,Physical Sciences,Engineering,36,4,20,31,668,54
CEETEPS,SP,Sudeste,Estadual,2021,Physical Sciences,Environmental Science,35,3,24,32,266,81
CEETEPS,SP,Sudeste,Estadual,2021,Health Sciences,Health Professions,13,2,12,13,56,18
CEETEPS,SP,Sudeste,Estadual,2021,Life Sciences,Immunology and Microbiology,1,1,0,0,39,14
CEETEPS,SP,Sudeste,Estadual,2021,Physical Sciences,Materials Science,11,2,2,7,434,15
CEETEPS,SP,Sudeste,Estadual,2021,Health Sciences,Medicine,17,2,9,16,289,27
CEETEPS,SP,Sudeste,Estadual,2021,Health Sciences,Nursing,2,0,2,2,12,9
CEETEPS,SP,Sudeste,Estadual,2021,Physical Sciences,Physics and Astronomy,1,0,0,1,7,0
CEETEPS,SP,Sudeste,Estadual,2021,Social Sciences,Psychology,6,3,3,5,53,5
CEETEPS,SP,Sudeste,Estadual,2021,Social Sciences,Social Sciences,96,11,81,92,394,131
CEETEPS,SP,Sudeste,Estadual,2022,Life Sciences,Agricultural and Biological Sciences,41,8,35,41,342,126
CEETEPS,SP,Sudeste,Estadual,2022,Social Sciences,Arts and Humanities,11,1,6,11,47,5
CEETEPS,SP,Sudeste,Estadual,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",7,4,2,5,140,11
CEETEPS,SP,Sudeste,Estadual,2022,Social Sciences,"Business, Management and Accounting",21,2,19,21,172,31
CEETEPS,SP,Sudeste,Estadual,2022,Physical Sciences,Computer Science,27,4,18,25,169,15
CEETEPS,SP,Sudeste,Estadual,2022,Social Sciences,Decision Sciences,42,3,36,41,219,74
CEETEPS,SP,Sudeste,Estadual,2022,Health Sciences,Dentistry,2,0,1,2,56,1
CEETEPS,SP,Sudeste,Estadual,2022,Physical Sciences,Earth and Planetary Sciences,1,0,1,1,0,0
CEETEPS,SP,Sudeste,Estadual,2022,Social Sciences,"Economics, Econometrics and Finance",4,0,3,4,13,3
CEETEPS,SP,Sudeste,Estadual,2022,Physical Sciences,Energy,2,0,1,2,62,2
CEETEPS,SP,Sudeste,Estadual,2022,Physical Sciences,Engineering,38,2,24,33,592,38
CEETEPS,SP,Sudeste,Estadual,2022,Physical Sciences,Environmental Science,33,3,28,33,269,86
CEETEPS,SP,Sudeste,Estadual,2022,Health Sciences,Health Professions,11,0,11,11,52,14
CEETEPS,SP,Sudeste,Estadual,2022,Life Sciences,Immunology and Microbiology,3,0,2,2,97,5
CEETEPS,SP,Sudeste,Estadual,2022,Physical Sciences,Materials Science,13,7,4,8,447,18
CEETEPS,SP,Sudeste,Estadual,2022,Health Sciences,Medicine,19,4,12,18,415,57
CEETEPS,SP,Sudeste,Estadual,2022,Life Sciences,Neuroscience,2,0,2,2,21,1
