ies,uf,regiao,status_juridico,ano,dominio,campo,artigos,artigos_fwci1,artigos_nacionais,artigos_abertos,citacoes,citacoes_nacionais
UNISAL,SP,Sudeste,Privada,2023,Life Sciences,"Biochemistry, Genetics and Molecular Biology",1,0,1,1,17,1
UNISAL,SP,Sudeste,Privada,2023,Social Sciences,"Business, Management and Accounting",5,1,3,5,28,13
UNISAL,SP,Sudeste,Privada,2023,Physical Sciences,Computer Science,2,0,2,2,5,3
UNISAL,SP,Sudeste,Privada,2023,Social Sciences,Decision Sciences,1,0,1,1,0,0
UNISAL,SP,Sudeste,Privada,2023,Physical Sciences,Engineering,2,1,1,1,107,4
UNISAL,SP,Sudeste,Privada,2023,Health Sciences,Health Professions,4,0,4,4,70,12
UNISAL,SP,Sudeste,Privada,2023,Health Sciences,Medicine,9,4,9,9,107,31
UNISAL,SP,Sudeste,Privada,2023,Life Sciences,Neuroscience,1,0,0,1,7,0
UNISAL,SP,Sudeste,Privada,2023,Physical Sciences,Physics and Astronomy,1,0,0,0,26,0
UNISAL,SP,Sudeste,Privada,2023,Social Sciences,Psychology,4,0,2,4,8,4
UNISAL,SP,Sudeste,Privada,2023,Social Sciences,Social Sciences,17,3,14,17,64,34
UNISAL,SP,Sudeste,Privada,2024,Life Sciences,Agricultural and Biological Sciences,3,1,2,3,31,5
UNISAL,SP,Sudeste,Privada,2024,Social Sciences,Arts and Humanities,2,0,2,2,0,0
UNISAL,SP,Sudeste,Privada,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",1,0,1,1,7,2
UNISAL,SP,Sudeste,Privada,2024,Social Sciences,"Business, Management and Accounting",5,0,3,5,5,0
UNISAL,SP,Sudeste,Privada,2024,Physical Sciences,Computer Science,1,0,0,1,4,0
UNISAL,SP,Sudeste,Privada,2024,Social Sciences,Decision Sciences,2,0,2,2,4,4
UNISAL,SP,Sudeste,Privada,2024,Physical Sciences,Engineering,1,0,1,1,0,0
UNISAL,SP,Sudeste,Privada,2024,Physical Sciences,Environmental Science,2,0,1,2,11,6
UNISAL,SP,Sudeste,Privada,2024,Health Sciences,Health Professions,1,0,0,1,0,0
UNISAL,SP,Sudeste,Privada,2024,Health Sciences,Medicine,2,0,2,2,29,7
UNISAL,SP,Sudeste,Privada,2024,Social Sciences,Psychology,2,0,1,1,52,6
UNISAL,SP,Sudeste,Privada,2024,Social Sciences,Social Sciences,9,0,3,9,17,14
UNISAL,SP,Sudeste,Privada,2025,Life Sciences,Agricultural and Biological Sciences,3,0,0,3,0,0
UNISAL,SP,Sudeste,Privada,2025,Social Sciences,"Business, Management and Accounting",1,0,1,1,0,0
UNISAL,SP,Sudeste,Privada,2025,Physical Sciences,Chemistry,1,0,0,1,13,6
UNISAL,SP,Sudeste,Privada,2025,Physical Sciences,Computer Science,2,0,0,2,4,4
UNISAL,SP,Sudeste,Privada,2025,Social Sciences,Decision Sciences,1,0,1,1,0,0
UNISAL,SP,Sudeste,Privada,2025,Physical Sciences,Engineering,4,0,2,4,0,0
UNISAL,SP,Sudeste,Privada,2025,Physical Sciences,Environmental Science,2,0,1,2,0,0
UNISAL,SP,Sudeste,Privada,2025,Health Sciences,Health Professions,5,2,2,5,37,14
UNISAL,SP,Sudeste,Privada,2025,Physical Sciences,Materials Science,2,0,1,2,0,0
UNISAL,SP,Sudeste,Privada,2025,Health Sciences,Medicine,8,0,2,8,131,44
UNISAL,SP,Sudeste,Privada,2025,Social Sciences,Psychology,3,1,0,2,54,20
UNISAL,SP,Sudeste,Privada,2025,Social Sciences,Social Sciences,19,2,7,18,54,39
UNISANTA,SP,Sudeste,Privada,2021,Life Sciences,Agricultural and Biological Sciences,10,4,7,10,345,36
UNISANTA,SP,Sudeste,Privada,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",5,2,2,4,295,13
UNISANTA,SP,Sudeste,Privada,2021,Social Sciences,"Business, Management and Accounting",1,0,1,1,2,0
UNISANTA,SP,Sudeste,Privada,2021,Physical Sciences,Computer Science,2,0,2,2,0,0
UNISANTA,SP,Sudeste,Privada,2021,Social Sciences,Decision Sciences,3,0,3,3,4,2
UNISANTA,SP,Sudeste,Privada,2021,Health Sciences,Dentistry,2,0,1,2,45,1
UNISANTA,SP,Sudeste,Privada,2021,Physical Sciences,Earth and Planetary Sciences,4,1,1,2,154,13
UNISANTA,SP,Sudeste,Privada,2021,Physical Sciences,Engineering,7,2,1,3,333,4
UNISANTA,SP,Sudeste,Privada,2021,Physical Sciences,Environmental Science,31,11,13,26,1543,137
UNISANTA,SP,Sudeste,Privada,2021,Health Sciences,Health Professions,5,2,3,4,93,17
UNISANTA,SP,Sudeste,Privada,2021,Physical Sciences,Materials Science,2,1,0,2,104,4
UNISANTA,SP,Sudeste,Privada,2021,Health Sciences,Medicine,14,2,10,14,521,23
UNISANTA,SP,Sudeste,Privada,2021,Health Sciences,Nursing,2,0,1,2,43,6
UNISANTA,SP,Sudeste,Privada,2021,Social Sciences,Psychology,1,0,1,1,4,0
UNISANTA,SP,Sudeste,Privada,2021,Social Sciences,Social Sciences,15,0,12,13,72,22
UNISANTA,SP,Sudeste,Privada,2022,Life Sciences,Agricultural and Biological Sciences,10,3,2,9,253,28
UNISANTA,SP,Sudeste,Privada,2022,Social Sciences,Arts and Humanities,3,0,1,3,8,0
UNISANTA,SP,Sudeste,Privada,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,0,0,1,94,5
UNISANTA,SP,Sudeste,Privada,2022,Social Sciences,"Business, Management and Accounting",2,0,2,2,26,3
UNISANTA,SP,Sudeste,Privada,2022,Physical Sciences,Chemistry,1,1,0,1,77,3
UNISANTA,SP,Sudeste,Privada,2022,Physical Sciences,Computer Science,7,0,4,7,69,9
UNISANTA,SP,Sudeste,Privada,2022,Social Sciences,Decision Sciences,1,1,0,1,146,0
UNISANTA,SP,Sudeste,Privada,2022,Health Sciences,Dentistry,4,2,0,1,118,3
UNISANTA,SP,Sudeste,Privada,2022,Physical Sciences,Earth and Planetary Sciences,1,0,0,1,80,1
UNISANTA,SP,Sudeste,Privada,2022,Physical Sciences,Engineering,2,0,2,2,5,2
UNISANTA,SP,Sudeste,Privada,2022,Physical Sciences,Environmental Science,35,9,15,28,1616,95
UNISANTA,SP,Sudeste,Privada,2022,Health Sciences,Health Professions,3,2,0,2,58,9
UNISANTA,SP,Sudeste,Privada,2022,Physical Sciences,Materials Science,1,0,1,1,0,0
UNISANTA,SP,Sudeste,Privada,2022,Health Sciences,Medicine,10,2,5,9,209,16
UNISANTA,SP,Sudeste,Privada,2022,Health Sciences,Nursing,1,0,1,1,23,1
UNISANTA,SP,Sudeste,Privada,2022,Physical Sciences,Physics and Astronomy,1,1,0,1,30,0
UNISANTA,SP,Sudeste,Privada,2022,Social Sciences,Social Sciences,13,2,11,13,193,29
UNISANTA,SP,Sudeste,Privada,2023,Life Sciences,Agricultural and Biological Sciences,8,0,5,7,153,34
UNISANTA,SP,Sudeste,Privada,2023,Social Sciences,Arts and Humanities,2,0,0,2,3,0
UNISANTA,SP,Sudeste,Privada,2023,Life Sciences,"Biochemistry, Genetics and Molecular Biology",4,1,1,3,165,16
UNISANTA,SP,Sudeste,Privada,2023,Social Sciences,"Business, Management and Accounting",3,0,3,3,23,9
UNISANTA,SP,Sudeste,Privada,2023,Physical Sciences,Chemistry,2,0,1,1,49,13
UNISANTA,SP,Sudeste,Privada,2023,Physical Sciences,Computer Science,4,1,1,4,93,1
UNISANTA,SP,Sudeste,Privada,2023,Social Sciences,Decision Sciences,3,0,3,3,9,4
UNISANTA,SP,Sudeste,Privada,2023,Health Sciences,Dentistry,4,1,0,4,135,11
UNISANTA,SP,Sudeste,Privada,2023,Physical Sciences,Earth and Planetary Sciences,2,0,0,2,126,3
UNISANTA,SP,Sudeste,Privada,2023,Social Sciences,"Economics, Econometrics and Finance",2,0,1,2,1,0
UNISANTA,SP,Sudeste,Privada,2023,Physical Sciences,Engineering,5,2,2,5,148,8
UNISANTA,SP,Sudeste,Privada,2023,Physical Sciences,Environmental Science,30,8,6,23,1443,71
UNISANTA,SP,Sudeste,Privada,2023,Health Sciences,Health Professions,4,1,3,3,93,30
UNISANTA,SP,Sudeste,Privada,2023,Physical Sciences,Materials Science,2,0,1,1,58,6
UNISANTA,SP,Sudeste,Privada,2023,Health Sciences,Medicine,12,4,6,10,211,22
UNISANTA,SP,Sudeste,Privada,2023,Physical Sciences,Physics and Astronomy,1,0,0,1,25,0
UNISANTA,SP,Sudeste,Privada,2023,Social Sciences,Psychology,1,0,1,1,16,15
UNISANTA,SP,Sudeste,Privada,2023,Social Sciences,Social Sciences,25,1,9,25,142,83
UNISANTA,SP,Sudeste,Privada,2024,Life Sciences,Agricultural and Biological Sciences,5,3,2,3,199,44
UNISANTA,SP,Sudeste,Privada,2024,Social Sciences,Arts and Humanities,2,0,1,2,10,0
UNISANTA,SP,Sudeste,Privada,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",8,2,3,6,248,16
UNISANTA,SP,Sudeste,Privada,2024,Social Sciences,"Business, Management and Accounting",3,1,2,3,14,9
UNISANTA,SP,Sudeste,Privada,2024,Physical Sciences,Chemistry,1,0,0,1,74,1
UNISANTA,SP,Sudeste,Privada,2024,Physical Sciences,Computer Science,4,0,1,3,60,4
UNISANTA,SP,Sudeste,Privada,2024,Social Sciences,Decision Sciences,5,1,1,5,12,12
UNISANTA,SP,Sudeste,Privada,2024,Health Sciences,Dentistry,1,0,0,0,32,0
UNISANTA,SP,Sudeste,Privada,2024,Physical Sciences,Earth and Planetary Sciences,2,0,1,2,58,9
UNISANTA,SP,Sudeste,Privada,2024,Social Sciences,"Economics, Econometrics and Finance",3,0,2,3,39,11
UNISANTA,SP,Sudeste,Privada,2024,Physical Sciences,Engineering,4,1,2,3,168,11
UNISANTA,SP,Sudeste,Privada,2024,Physical Sciences,Environmental Science,28,9,10,23,1166,62
UNISANTA,SP,Sudeste,Privada,2024,Health Sciences,Health Professions,9,0,3,9,13,3
UNISANTA,SP,Sudeste,Privada,2024,Physical Sciences,Materials Science,2,0,2,2,31,10
UNISANTA,SP,Sudeste,Privada,2024,Health Sciences,Medicine,23,4,10,19,229,40
UNISANTA,SP,Sudeste,Privada,2024,Life Sciences,Neuroscience,1,0,0,1,32,0
UNISANTA,SP,Sudeste,Privada,2024,Social Sciences,Psychology,2,0,0,2,0,0
UNISANTA,SP,Sudeste,Privada,2024,Social Sciences,Social Sciences,30,3,9,30,49,30
UNISANTA,SP,Sudeste,Privada,2024,Health Sciences,Veterinary,1,0,0,0,23,0
UNISANTA,SP,Sudeste,Privada,2025,Life Sciences,Agricultural and Biological Sciences,7,3,2,6,205,18
UNISANTA,SP,Sudeste,Privada,2025,Social Sciences,Arts and Humanities,3,0,1,2,9,9
UNISANTA,SP,Sudeste,Privada,2025,Social Sciences,"Business, Management and Accounting",1,0,0,1,1,1
UNISANTA,SP,Sudeste,Privada,2025,Physical Sciences,Computer Science,1,0,0,1,5,1
UNISANTA,SP,Sudeste,Privada,2025,Social Sciences,Decision Sciences,1,0,0,1,1,1
UNISANTA,SP,Sudeste,Privada,2025,Health Sciences,Dentistry,6,2,2,3,110,0
UNISANTA,SP,Sudeste,Privada,2025,Physical Sciences,Earth and Planetary Sciences,1,0,0,1,5,1
UNISANTA,SP,Sudeste,Privada,2025,Physical Sciences,Energy,1,0,0,1,0,0
UNISANTA,SP,Sudeste,Privada,2025,Physical Sciences,Engineering,6,1,1,4,238,3
UNISANTA,SP,Sudeste,Privada,2025,Physical Sciences,Environmental Science,51,22,15,41,2041,179
UNISANTA,SP,Sudeste,Privada,2025,Health Sciences,Health Professions,9,1,3,7,33,25
UNISANTA,SP,Sudeste,Privada,2025,Physical Sciences,Materials Science,1,1,0,1,152,1
UNISANTA,SP,Sudeste,Privada,2025,Health Sciences,Medicine,20,3,5,16,394,39
UNISANTA,SP,Sudeste,Privada,2025,Health Sciences,Nursing,1,0,0,1,0,0
UNISANTA,SP,Sudeste,Privada,2025,Social Sciences,Psychology,2,0,1,1,0,0
UNISANTA,SP,Sudeste,Privada,2025,Social Sciences,Social Sciences,40,10,8,37,197,68
UNISANTOS,SP,Sudeste,Privada,2021,Life Sciences,Agricultural and Biological Sciences,3,0,2,1,22,6
UNISANTOS,SP,Sudeste,Privada,2021,Social Sciences,Arts and Humanities,4,0,3,4,2,2
UNISANTOS,SP,Sudeste,Privada,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",4,1,2,2,73,3
UNISANTOS,SP,Sudeste,Privada,2021,Social Sciences,"Business, Management and Accounting",3,0,0,3,2,0
UNISANTOS,SP,Sudeste,Privada,2021,Physical Sciences,Computer Science,3,0,2,3,2,1
UNISANTOS,SP,Sudeste,Privada,2021,Social Sciences,Decision Sciences,1,0,1,1,4,1
UNISANTOS,SP,Sudeste,Privada,2021,Health Sciences,Dentistry,1,0,1,1,0,0
UNISANTOS,SP,Sudeste,Privada,2021,Physical Sciences,Engineering,3,0,1,3,26,0
UNISANTOS,SP,Sudeste,Privada,2021,Physical Sciences,Environmental Science,13,2,5,8,231,49
UNISANTOS,SP,Sudeste,Privada,2021,Health Sciences,Health Professions,1,0,1,1,0,0
UNISANTOS,SP,Sudeste,Privada,2021,Life Sciences,Immunology and Microbiology,1,0,1,1,8,0
UNISANTOS,SP,Sudeste,Privada,2021,Health Sciences,Medicine,22,7,9,20,597,62
UNISANTOS,SP,Sudeste,Privada,2021,Life Sciences,Neuroscience,1,1,0,0,30,0
UNISANTOS,SP,Sudeste,Privada,2021,Social Sciences,Psychology,8,4,1,8,323,32
UNISANTOS,SP,Sudeste,Privada,2021,Social Sciences,Social Sciences,44,7,29,44,615,60
UNISANTOS,SP,Sudeste,Privada,2022,Life Sciences,Agricultural and Biological Sciences,1,0,0,1,29,4
UNISANTOS,SP,Sudeste,Privada,2022,Social Sciences,Arts and Humanities,5,2,3,5,8,1
UNISANTOS,SP,Sudeste,Privada,2022,Physical Sciences,Computer Science,1,0,1,1,5,5
UNISANTOS,SP,Sudeste,Privada,2022,Social Sciences,Decision Sciences,5,0,3,5,10,5
UNISANTOS,SP,Sudeste,Privada,2022,Health Sciences,Dentistry,1,0,1,1,14,3
UNISANTOS,SP,Sudeste,Privada,2022,Social Sciences,"Economics, Econometrics and Finance",4,0,3,4,45,12
UNISANTOS,SP,Sudeste,Privada,2022,Physical Sciences,Environmental Science,7,0,7,7,19,8
UNISANTOS,SP,Sudeste,Privada,2022,Health Sciences,Health Professions,4,2,1,3,133,34
UNISANTOS,SP,Sudeste,Privada,2022,Physical Sciences,Materials Science,1,0,1,1,3,2
UNISANTOS,SP,Sudeste,Privada,2022,Health Sciences,Medicine,14,2,6,13,339,49
UNISANTOS,SP,Sudeste,Privada,2022,Life Sciences,Neuroscience,2,2,0,2,129,3
UNISANTOS,SP,Sudeste,Privada,2022,Health Sciences,Nursing,1,1,1,1,22,8
UNISANTOS,SP,Sudeste,Privada,2022,Social Sciences,Psychology,3,1,2,3,42,10
UNISANTOS,SP,Sudeste,Privada,2022,Social Sciences,Social Sciences,32,5,20,32,174,79
UNISANTOS,SP,Sudeste,Privada,2023,Life Sciences,Agricultural and Biological Sciences,1,0,0,1,3,0
UNISANTOS,SP,Sudeste,Privada,2023,Social Sciences,Arts and Humanities,12,2,1,12,7,1
UNISANTOS,SP,Sudeste,Privada,2023,Social Sciences,"Business, Management and Accounting",3,0,2,3,7,3
UNISANTOS,SP,Sudeste,Privada,2023,Physical Sciences,Chemistry,1,0,0,1,37,1
UNISANTOS,SP,Sudeste,Privada,2023,Physical Sciences,Computer Science,2,0,0,2,1,1
UNISANTOS,SP,Sudeste,Privada,2023,Social Sciences,Decision Sciences,2,0,0,2,0,0
UNISANTOS,SP,Sudeste,Privada,2023,Physical Sciences,Earth and Planetary Sciences,1,0,1,1,20,6
UNISANTOS,SP,Sudeste,Privada,2023,Social Sciences,"Economics, Econometrics and Finance",1,0,1,1,4,4
UNISANTOS,SP,Sudeste,Privada,2023,Physical Sciences,Engineering,2,0,0,1,20,0
UNISANTOS,SP,Sudeste,Privada,2023,Physical Sciences,Environmental Science,18,0,6,18,41,8
UNISANTOS,SP,Sudeste,Privada,2023,Health Sciences,Health Professions,8,2,6,8,147,71
UNISANTOS,SP,Sudeste,Privada,2023,Physical Sciences,Materials Science,1,0,0,1,2,1
UNISANTOS,SP,Sudeste,Privada,2023,Physical Sciences,Mathematics,2,1,0,2,44,14
UNISANTOS,SP,Sudeste,Privada,2023,Health Sciences,Medicine,21,8,8,20,422,58
UNISANTOS,SP,Sudeste,Privada,2023,Life Sciences,Neuroscience,3,0,2,3,43,3
UNISANTOS,SP,Sudeste,Privada,2023,Physical Sciences,Physics and Astronomy,1,0,0,1,2,0
UNISANTOS,SP,Sudeste,Privada,2023,Social Sciences,Psychology,8,0,3,8,27,17
UNISANTOS,SP,Sudeste,Privada,2023,Social Sciences,Social Sciences,87,10,14,87,239,102
UNISANTOS,SP,Sudeste,Privada,2024,Life Sciences,Agricultural and Biological Sciences,5,0,2,3,77,4
UNISANTOS,SP,Sudeste,Privada,2024,Social Sciences,Arts and Humanities,4,2,4,4,0,0
UNISANTOS,SP,Sudeste,Privada,2024,Social Sciences,"Business, Management and Accounting",1,0,0,1,3,1
UNISANTOS,SP,Sudeste,Privada,2024,Physical Sciences,Computer Science,1,0,0,1,0,0
UNISANTOS,SP,Sudeste,Privada,2024,Health Sciences,Dentistry,1,0,0,1,30,3
UNISANTOS,SP,Sudeste,Privada,2024,Social Sciences,"Economics, Econometrics and Finance",2,0,0,1,11,1
UNISANTOS,SP,Sudeste,Privada,2024,Physical Sciences,Engineering,1,0,1,1,12,2
UNISANTOS,SP,Sudeste,Privada,2024,Physical Sciences,Environmental Science,10,0,2,9,56,4
UNISANTOS,SP,Sudeste,Privada,2024,Health Sciences,Health Professions,6,2,4,5,74,18
UNISANTOS,SP,Sudeste,Privada,2024,Health Sciences,Medicine,17,6,7,13,359,41
UNISANTOS,SP,Sudeste,Privada,2024,Life Sciences,Neuroscience,2,0,0,1,77,5
UNISANTOS,SP,Sudeste,Privada,2024,Social Sciences,Psychology,6,0,3,4,39,4
UNISANTOS,SP,Sudeste,Privada,2024,Social Sciences,Social Sciences,41,3,18,40,177,77
UNISANTOS,SP,Sudeste,Privada,2025,Life Sciences,Agricultural and Biological Sciences,3,0,0,3,3,1
UNISANTOS,SP,Sudeste,Privada,2025,Social Sciences,Arts and Humanities,6,1,3,6,45,1
UNISANTOS,SP,Sudeste,Privada,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",3,0,0,1,35,0
UNISANTOS,SP,Sudeste,Privada,2025,Social Sciences,"Business, Management and Accounting",2,0,1,2,1,0
UNISANTOS,SP,Sudeste,Privada,2025,Physical Sciences,Computer Science,2,0,1,2,0,0
UNISANTOS,SP,Sudeste,Privada,2025,Health Sciences,Dentistry,1,0,1,1,14,1
UNISANTOS,SP,Sudeste,Privada,2025,Physical Sciences,Earth and Planetary Sciences,1,0,1,1,0,0
UNISANTOS,SP,Sudeste,Privada,2025,Social Sciences,"Economics, Econometrics and Finance",1,0,1,1,0,0
UNISANTOS,SP,Sudeste,Privada,2025,Physical Sciences,Engineering,1,0,0,1,52,2
UNISANTOS,SP,Sudeste,Privada,2025,Physical Sciences,Environmental Science,13,1,3,10,260,18
UNISANTOS,SP,Sudeste,Privada,2025,Health Sciences,Health Professions,6,2,6,6,58,21
UNISANTOS,SP,Sudeste,Privada,2025,Life Sciences,Immunology and Microbiology,2,0,2,2,0,0
UNISANTOS,SP,Sudeste,Privada,2025,Health Sciences,Medicine,20,4,6,17,285,32
UNISANTOS,SP,Sudeste,Privada,2025,Life Sciences,Neuroscience,1,1,0,1,31,3
UNISANTOS,SP,Sudeste,Privada,2025,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",1,0,0,1,0,0
UNISANTOS,SP,Sudeste,Privada,2025,Social Sciences,Psychology,14,3,11,12,222,66
UNISANTOS,SP,Sudeste,Privada,2025,Social Sciences,Social Sciences,37,2,16,37,138,33
UNISATC,SC,Sul,Privada,2021,Life Sciences,Agricultural and Biological Sciences,19,0,17,19,112,35
UNISATC,SC,Sul,Privada,2021,Social Sciences,Arts and Humanities,4,0,4,4,28,17
UNISATC,SC,Sul,Privada,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",3,0,3,3,13,0
UNISATC,SC,Sul,Privada,2021,Social Sciences,"Business, Management and Accounting",2,0,1,2,0,0
UNISATC,SC,Sul,Privada,2021,Physical Sciences,Chemical Engineering,1,0,1,1,0,0
UNISATC,SC,Sul,Privada,2021,Physical Sciences,Computer Science,16,1,15,16,60,39
UNISATC,SC,Sul,Privada,2021,Social Sciences,Decision Sciences,2,0,2,2,2,2
UNISATC,SC,Sul,Privada,2021,Health Sciences,Dentistry,2,1,1,2,43,5
UNISATC,SC,Sul,Privada,2021,Social Sciences,"Economics, Econometrics and Finance",1,0,1,1,0,0
UNISATC,SC,Sul,Privada,2021,Physical Sciences,Engineering,7,0,5,5,39,3
UNISATC,SC,Sul,Privada,2021,Physical Sciences,Environmental Science,4,0,3,4,43,21
UNISATC,SC,Sul,Privada,2021,Health Sciences,Health Professions,58,7,55,58,419,276
UNISATC,SC,Sul,Privada,2021,Health Sciences,Medicine,75,7,67,75,693,272
UNISATC,SC,Sul,Privada,2021,Life Sciences,Neuroscience,5,0,5,5,10,1
UNISATC,SC,Sul,Privada,2021,Health Sciences,Nursing,1,0,1,1,19,0
UNISATC,SC,Sul,Privada,2021,Social Sciences,Psychology,9,6,9,9,45,17
UNISATC,SC,Sul,Privada,2021,Social Sciences,Social Sciences,47,3,41,45,101,66
UNISATC,SC,Sul,Privada,2022,Life Sciences,Agricultural and Biological Sciences,10,1,10,10,81,29
UNISATC,SC,Sul,Privada,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",4,0,4,4,27,6
UNISATC,SC,Sul,Privada,2022,Physical Sciences,Computer Science,16,1,15,16,66,54
UNISATC,SC,Sul,Privada,2022,Social Sciences,Decision Sciences,1,0,1,1,7,1
UNISATC,SC,Sul,Privada,2022,Health Sciences,Dentistry,5,0,5,5,103,27
UNISATC,SC,Sul,Privada,2022,Physical Sciences,Engineering,3,0,3,3,17,6
UNISATC,SC,Sul,Privada,2022,Physical Sciences,Environmental Science,4,1,4,4,9,8
UNISATC,SC,Sul,Privada,2022,Health Sciences,Health Professions,45,2,45,45,228,100
UNISATC,SC,Sul,Privada,2022,Life Sciences,Immunology and Microbiology,1,0,1,1,16,13
UNISATC,SC,Sul,Privada,2022,Physical Sciences,Materials Science,1,1,0,1,55,3
UNISATC,SC,Sul,Privada,2022,Health Sciences,Medicine,77,3,73,77,485,135
UNISATC,SC,Sul,Privada,2022,Life Sciences,Neuroscience,4,0,4,4,15,14
UNISATC,SC,Sul,Privada,2022,Health Sciences,Nursing,2,0,2,2,13,11
UNISATC,SC,Sul,Privada,2022,Social Sciences,Psychology,7,2,7,7,59,36
UNISATC,SC,Sul,Privada,2022,Social Sciences,Social Sciences,49,7,44,49,228,156
UNISATC,SC,Sul,Privada,2023,Life Sciences,Agricultural and Biological Sciences,5,0,4,5,25,5
UNISATC,SC,Sul,Privada,2023,Social Sciences,Arts and Humanities,2,1,1,2,1,1
UNISATC,SC,Sul,Privada,2023,Life Sciences,"Biochemistry, Genetics and Molecular Biology",1,0,1,1,9,8
UNISATC,SC,Sul,Privada,2023,Physical Sciences,Chemistry,1,1,0,0,81,9
UNISATC,SC,Sul,Privada,2023,Physical Sciences,Computer Science,10,0,10,10,47,30
UNISATC,SC,Sul,Privada,2023,Social Sciences,Decision Sciences,1,0,1,1,13,11
UNISATC,SC,Sul,Privada,2023,Health Sciences,Dentistry,3,0,3,3,56,15
UNISATC,SC,Sul,Privada,2023,Social Sciences,"Economics, Econometrics and Finance",2,0,0,2,0,0
UNISATC,SC,Sul,Privada,2023,Physical Sciences,Engineering,2,0,1,2,0,0
UNISATC,SC,Sul,Privada,2023,Physical Sciences,Environmental Science,4,0,4,4,4,4
UNISATC,SC,Sul,Privada,2023,Health Sciences,Health Professions,33,2,28,32,269,160
UNISATC,SC,Sul,Privada,2023,Life Sciences,Immunology and Microbiology,3,0,2,3,10,0
UNISATC,SC,Sul,Privada,2023,Health Sciences,Medicine,57,1,52,57,603,275
UNISATC,SC,Sul,Privada,2023,Life Sciences,Neuroscience,2,0,2,2,9,9
UNISATC,SC,Sul,Privada,2023,Health Sciences,Nursing,1,0,1,1,6,6
UNISATC,SC,Sul,Privada,2023,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",1,0,0,1,0,0
UNISATC,SC,Sul,Privada,2023,Social Sciences,Psychology,11,1,9,11,151,96
UNISATC,SC,Sul,Privada,2023,Social Sciences,Social Sciences,102,14,86,102,263,90
UNISATC,SC,Sul,Privada,2024,Life Sciences,Agricultural and Biological Sciences,11,0,8,11,128,20
UNISATC,SC,Sul,Privada,2024,Social Sciences,Arts and Humanities,2,0,1,2,0,0
UNISATC,SC,Sul,Privada,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",3,1,1,3,57,3
UNISATC,SC,Sul,Privada,2024,Social Sciences,"Business, Management and Accounting",3,0,3,3,40,16
UNISATC,SC,Sul,Privada,2024,Physical Sciences,Computer Science,19,1,18,19,95,31
UNISATC,SC,Sul,Privada,2024,Social Sciences,Decision Sciences,4,0,4,4,0,0
UNISATC,SC,Sul,Privada,2024,Health Sciences,Dentistry,3,0,3,3,0,0
UNISATC,SC,Sul,Privada,2024,Social Sciences,"Economics, Econometrics and Finance",1,0,1,1,0,0
UNISATC,SC,Sul,Privada,2024,Physical Sciences,Energy,1,0,1,1,0,0
UNISATC,SC,Sul,Privada,2024,Physical Sciences,Engineering,1,0,1,1,13,1
UNISATC,SC,Sul,Privada,2024,Physical Sciences,Environmental Science,1,0,0,1,1,1
UNISATC,SC,Sul,Privada,2024,Health Sciences,Health Professions,66,15,59,66,396,175
UNISATC,SC,Sul,Privada,2024,Life Sciences,Immunology and Microbiology,4,0,3,4,32,11
UNISATC,SC,Sul,Privada,2024,Physical Sciences,Materials Science,1,0,1,1,0,0
UNISATC,SC,Sul,Privada,2024,Health Sciences,Medicine,85,6,69,84,763,212
UNISATC,SC,Sul,Privada,2024,Life Sciences,Neuroscience,4,0,2,4,32,14
UNISATC,SC,Sul,Privada,2024,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",2,0,2,2,37,11
UNISATC,SC,Sul,Privada,2024,Social Sciences,Psychology,11,0,10,11,69,42
UNISATC,SC,Sul,Privada,2024,Social Sciences,Social Sciences,82,17,74,82,113,45
UNISATC,SC,Sul,Privada,2025,Life Sciences,Agricultural and Biological Sciences,9,0,9,9,68,22
UNISATC,SC,Sul,Privada,2025,Social Sciences,Arts and Humanities,2,0,1,2,0,0
UNISATC,SC,Sul,Privada,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",3,0,3,3,0,0
